Nazwisko aktualne,Liczba
MÜHMELT,5
MÜLKE,5
MÜNSTER,5
MWABA,5
MWANZA,5
MYBURGH,5
MYCIŃSKI,5
MYCK,5
MYCZKO-JANKOWSKI,5
MYHLIAS,5
MYJAK-ZASADNI,5
MYKAS,5
MYKH,5
MYKHAILISHYN,5
MYKHALSKYY,5
MYKHALYSHYN,5
MYKHALYUK,5
MYKHANIUK,5
MYKHASHULA,5
MYKHASKO,5
MYKHAVCHUK,5
MYKHAVKO,5
MYKHEL,5
MYKHNYCH,5
MYKIETYŃSKI,5
MYKUSH,5
MYKUTSKYI,5
MYKYTASH,5
MYLCHENKO,5
MYLEK,5
MYLLEROWICZ,5
MYLOSERDNYI,5
MYLOSERDOV,5
MYLYAN,5
MYNCHENKO,5
MYNDRA,5
MYNETT,5
MYNIUK,5
MYRDYCH,5
MYRGORODSKYI,5
MYROSZNYCZENKO,5
MYRSHAVKA,5
MYRSKYI,5
MYRTUS,5
MYRUN,5
MYSANIUK,5
MYSEVYCH,5
MYSHASTYI,5
MYSHCHUK,5
MYSHCHYK,5
MYSHKA,5
MYSHKOUSKI,5
MYSHLENNIK,5
MYSHOK,5
MYSHOLOV,5
MYSIN,5
MYSLISZ,5
MYSLIWIETZ,5
MYSLYK,5
MYSYUK,5
MYSZTA,5
MYSZUKIEWICZ,5
MYŚLEJKO,5
MYTKOVSKYI,5
MYTROHA,5
MYTSO,5
MYTURA,5
MYŻYŃSKI,5
NABATOV,5
NABIGH,5
NABLI,5
NABOICHENKO,5
NABORNY,5
NABOZHNIAK,5
NABUDA,5
NABUTOVSKYI,5
NACEWSKI,5
NACHABÉ,5
NACHŁY,5
NACHTARA,5
NACHYCHKO,5
NACKIEWICZ,5
NADA,5
NADAKHOVSKYI,5
NADASHKEVYCH,5
NADBRZEŹNY,5
NADEIKO,5
NADERŻA,5
NADEZHDIN,5
NADIEZHDIN,5
NADIIVSKYI,5
NADOLLE,5
NADOROZHNYI,5
NADSTAWA,5
NADUTYI,5
NADVERNIUK,5
NADWYCZAWSKI,5
NADYKTO,5
NADZHAFOV,5
NADZIEJA-NADIJA,5
NADZIMEK,5
NADZIONEK,5
NAE,5
NAFTAŃSKI,5
NAFTIŃSKI,5
NAGARAJ,5
NAGARNOWICZ,5
NAGASAWA,5
NAGDALIEV,5
NAGIRNY,5
NAGRABIA,5
NAGRANT,5
NAGULIAK,5
NAHACHEVSKYI,5
NAHAICHENKO,5
NAHAIETS,5
NAHEMIAS,5
NAHIRNYCH,5
NAHOHA,5
NAHOLIUK,5
NAHORNYY,5
NAHULAK,5
NAHURNIK,5
NAHURSKYI,5
NAHYBAILO,5
NAIBERG,5
NAICHENKO,5
NAIDIN,5
NAIDZEN,5
NAIMI,5
NAIMOV,5
NAJAFLI,5
NAJBART,5
NAJDOCH,5
NAJDUSZYŃSKI,5
NAJEMNIK,5
NAJMAJER,5
NAJTA,5
NAKALIUZHNYI,5
NAKANO,5
NAKAR,5
NAKAZNYI,5
NAKELSKI,5
NAL,5
NALBERCZYK,5
NALEWANY,5
NALOTA,5
NALUZHNYY,5
NAŁĘCZ-GEMBICKI,5
NAMAZOVI,5
NAMEJKO,5
NAMGALADZE,5
NAMIEROWSKI,5
NAMS,5
NAMUILYK,5
NAMYSLIK,5
NANASIK,5
NANDE,5
NANI,5
NANIA,5
NANIAK,5
NAOUI,5
NAPADŁO,5
NAPKHANKO,5
NAPORA-RUTKOWSKI,5
NAR,5
NARAIEVSKYI,5
NARASZ,5
NARGIEL,5
NARGIZYAN,5
NAROCKI,5
NARODOSŁAWSKI,5
NAROZHENKO,5
NAROZHNIAK,5
NARSAVIDZE,5
NARSKI,5
NARUSEVYCH,5
NARZEKALSKI,5
NARZEWSKI,5
NARZIKULOV,5
NASADCHUK,5
NASADZKI,5
NASHED,5
NASIATKA,5
NASKOPULOS,5
NASKOWSKI,5
NASOVICH,5
NASSIUS,5
NASTEKA,5
NASTOS,5
NASUR,5
NASURO,5
NASZKE,5
NATCHUK,5
NATIV,5
NATIVIDAD,5
NATOŃ,5
NATSVALADZE,5
NAUHARODSKI,5
NAUMOSKI,5
NAUMYCH,5
NAVRUZOV,5
NAWECKI,5
NAWIDZIŃSKI,5
NAWIERSKI,5
NAWOIK,5
NAWOJ,5
NAWOZ-WYSOCKI,5
NAZARALIEV,5
NAZARENCO,5
NAZARIUK,5
NAZARYSHYN,5
NAZENCEW,5
NAZIN,5
NAZIŃSKI,5
NAZZARO,5
NEAMTU,5
NEBELIUK,5
NEBELUK,5
NEBRAT,5
NEBUNELEA,5
NEBUS,5
NECHAYEV,5
NECHEPA,5
NECHESNYI,5
NECHVOLOD,5
NEDAIVODA,5
NEDOKHODIUK,5
NEDOMA,5
NEDORIZ,5
NEDORUBKO,5
NEDOVIZ,5
NEDZHIB,5
NEEDHAM,5
NEEF,5
NEES,5
NEFEDIUK,5
NEFEJ,5
NEGMATOV,5
NEGRESCU,5
NEGRII,5
NEGRUTA,5
NEGRYCZ-BEREZOWSKI,5
NEHARA,5
NEHRUTSA,5
NEILIUK,5
NEILKO,5
NEILYK,5
NEIMS,5
NEISCH,5
NEKHIN,5
NELKEN,5
NELKENBAUM,5
NELUS,5
NEŁKOWSKI,5
NEMET,5
NEMIROVSKY,5
NEMOTO,5
NEMOV,5
NEMYNUSHCHYI,5
NEMYROFF,5
NEMYROVANYI,5
NEMZER,5
NENK,5
NENKAŁA,5
NENOV,5
NENOW,5
NEP,5
NEPOKRYTOV,5
NEPOKRYTYI,5
NEPOMNIASHCHYKH,5
NEPOMNIUSHCHYI,5
NEPRIAKHIN,5
NEPSHA,5
NEPYIPYVO,5
NERĘG,5
NERODYK,5
NERONOV,5
NEROZNAK,5
NERTYK,5
NERUKH,5
NERWUCA,5
NESENKO,5
NESHARIM,5
NESHCHERETNYI,5
NESMIIAN,5
NESSELRODE,5
NESTEREWICZ,5
NESTORIAK,5
NESTORKO,5
NESTSIARCHUK,5
NESZCZYŃSKI,5
NETETSKYI,5
NETHER,5
NETOSOV,5
NETTYN,5
NEUBA,5
NEUBER,5
NEUGARTEN,5
NEUTZLER,5
NEVEDROV,5
NEVEN,5
NEVEU,5
NEVOIT,5
NEWBERY,5
NEWCOMB,5
NEWELICZ,5
NEWLIN ŁUKOWICZ,5
NEWY,5
NEZGHURENKO,5
NEZHURA,5
NEZNAMOV,5
NĘCKARSKI,5
NĘDZIK,5
NĚMEC,5
NGHIEM,5
NGHIÊM,5
NGO TRONG,5
NGUYEN CANH,5
NGUYEN CONG,5
NGUYEN DAC,5
NGUYEN DOAN,5
NGUYEN LE,5
NGUYEN THAI,5
NGUYEN TRI,5
NGUYEN-NGOC,5
NGUYEN-QUANG,5
NGUYỄN THANH,5
NGUYỄN TRÍ,5
NIACHAYEU,5
NIADZVETSKI,5
NIAJKO,5
NIAMTSU,5
NIANE,5
NIARODA,5
NIBORSKI,5
NICHYPAROVICH,5
NICIFUR,5
NICKERL,5
NICKL,5
NICOLAESCU,5
NICOLAIDIS,5
NICOLI,5
NICOLINO,5
NICULEAC,5
NICURIUC,5
NIDER,5
NIDZGÓRSKI,5
NIEBIAŁEK,5
NIEBIESNY,5
NIEBORACZEK,5
NIEBYŁOWSKI,5
NIECHCZYŃSKI,5
NIECZYSTY,5
NIECZYTAIŁOW,5
NIEDBALA,5
NIEDERLEIG,5
NIEDRIG,5
NIEDZWIEDZINSKI,5
NIEDŹWIADEK-SANECKI,5
NIEFEJ,5
NIEGODAJEW,5
NIEKORANIEC,5
NIELSON,5
NIEMANOWSKI,5
NIEMIDOMSKI,5
NIEMIECZEK,5
NIEMIELEWSKI,5
NIEMKOV,5
NIEMTUR,5
NIEMYĆKO,5
NIEPSZ,5
NIERADEK,5
NIERADZKI,5
NIERÓDKIEWICZ,5
NIERYCHLO,5
NIESCHWIETZ,5
NIESKE,5
NIESLAŃCZYK,5
NIESPOŹDZIŃSKI,5
NIESTOROWICZ,5
NIESWANDT,5
NIESWANT,5
NIESZPOR,5
NIESZPÓR,5
NIEŚCIORSKI,5
NIETUBICZ,5
NIEUMIERZYCKI,5
NIEWALAK,5
NIEWIADOSKI,5
NIEWIEDZIELSKI,5
NIEWIENĆ,5
NIEWIESK,5
NIEWIESZ,5
NIEWORAJ,5
NIEWRZAWA,5
NIEWSKI,5
NIEZGOCKI,5
NIEZGÓCKI,5
NIGAM,5
NIGHTINGALE,5
NIGURIANI,5
NIIAKYI,5
NIIAZOV,5
NIJJAR,5
NIKABADZE,5
NIKANOROW,5
NIKANOWICZ,5
NIKICIONEK,5
NIKIFUR,5
NIKITICH,5
NIKITING,5
NIKITSKYI,5
NIKOFOROW,5
NIKOKIRIS,5
NIKOLAI,5
NIKOLASZ,5
NIKOLAYENKO,5
NIKOLOWSKI,5
NIKOŁAJENKO,5
NIKONORKIN,5
NIKORZEWSKI,5
NIKULCZA,5
NIKUNIA,5
NIKURCZAK,5
NIMCZYK,5
NIMYCH,5
NIMZ,5
NING,5
NINIDZE,5
NIORADZE,5
NISCHK,5
NISENCWAJG,5
NISHANOV,5
NISHCHYK,5
NISHONOV,5
NISIOBĘDZKI,5
NISOWSKI,5
NISSEL,5
NISSENKORN,5
NIT,5
NITENBERG,5
NITKO,5
NITSAK,5
NITSETSKYI,5
NITSIYEUSKI,5
NITTA,5
NITTKA,5
NIYONKURU,5
NIZHENETS,5
NIZHNIKOV,5
NIZHYNSKYI,5
NIZIAŁKOWSKI,5
NIZIEL,5
NIZIN,5
NIZINIECKI,5
NIZIOŁKIEWICZ,5
NIZIÓŁ,5
NIZKIEWICZ,5
NIŻEJEWSKI,5
NIŻNIAK,5
NJAKO,5
NJUGUNA,5
NKANANG,5
NNABUO,5
NOBISIEWICZ,5
NOCERINO,5
NOCHOVNYI,5
NOCKOWICZ,5
NOFFKE,5
NOGANOWICZ,5
NOGOSSEK,5
NOGUCHI,5
NOHACHEVSKYI,5
NOHIN,5
NOI,5
NOJBERG,5
NOKHRIN,5
NOKI,5
NOLBERTOWICZ,5
NOLEK,5
NOMINAT,5
NOMOZOV,5
NOMYROVSKYI,5
NORDEN,5
NORKIN,5
NOROŻYŃSKI,5
NOSHCHYK,5
NOSIKOV,5
NOSIŁA,5
NOSOLENKO,5
NOSSARZEWSKI,5
NOSSOWSKI,5
NOSULENKO,5
NOVACHOK,5
NOVAKIVSKYY,5
NOVÁK-ZEMPLIŃSKI,5
NOVENKO,5
NOVIELLO,5
NOVODRANOV,5
NOVOPASHYN,5
NOVOSILETS,5
NOVOSILETSKYI,5
NOVÝ,5
NOWADCZYK,5
NOWAK-PRZYGODZKI,5
NOWELSKI,5
NOWITZKI,5
NOWKUŃSKI,5
NOWOBIELSKI,5
NOWOGRAM,5
NOWOGRAN,5
NOWOSACKI,5
NOWOTOROW,5
NOWOŻENIUK,5
NOZDRACHOV,5
NOŻKA,5
NŐTZEL,5
NUCOS,5
NUDELMAN,5
NUDLER,5
NUKARI,5
NUMAN,5
NURGALIYEV,5
NURIEL,5
NUZBAUM,5
NWAEZE,5
NWOBI,5
NWOKE,5
NWOKEJI,5
NWOKOCHA,5
NWOLISA,5
NYAMSUREN,5
NYCA,5
NYCHVYDIUK,5
NYCHYPURENKO,5
NYCZNIK,5
NYGARD,5
NYIKÓ,5
NYKLASZ,5
NYKORUK,5
NYKUN,5
NYKYPANCHUK,5
NYLK,5
NYMANDER,5
NYNKA,5
NYNYCH,5
NYRKO,5
NYRKOV,5
NYSKOHUZ,5
NYSTORUK,5
NYSZCZYJ,5
NYŚCIUK,5
ƉÀO,5
OBACH,5
OBADA,5
OBAKIEWICZ,5
OBCZINA,5
OBELETS,5
OBEM,5
OBERCICH,5
OBERENKOWSKI,5
OBEREWICZ,5
OBERLAJTNER,5
OBERVANIUK,5
OBERZKALSKI,5
OBIDNIAK,5
OBIERAJ,5
OBITZ,5
OBIUDO,5
OBLAK,5
OBLAMSKYI,5
OBLOH,5
OBODIAK,5
OBOLASHVILI,5
OBOLONSKYI,5
OBORZYCKI,5
OBOT,5
OBRAMYCH,5
OBRZYKOWSKI,5
OBSHTA,5
OBURKA,5
O'BYRNE,5
O'CALLAGHAN,5
OCALUK,5
OCELEWICZ,5
OCEŃSKI,5
OCHABRUK,5
OCHISOR,5
OCHKHIKIDZE,5
OCHKURENKO,5
OCHMYT,5
OCHODZKI,5
OCHOROK,5
OCHRYCEWICZ,5
OCHRYNIAK,5
OCHRYTKOW,5
OCHTERSKI,5
OCHWAŁ,5
OCIOPA,5
ODAISKYI,5
ODARTUS,5
ODENDAAL,5
ODIASE,5
ODIICHUK,5
ODINAIEV,5
ODIZHNYI,5
ODNOSUM,5
ODOCHUK,5
ODOKII,5
ODOOM,5
ODORZYŃSKI,5
ODROWĄŻ-KIETLIŃSKI,5
ODRZYGOSKI,5
ODULO,5
ODWALT,5
ODYAS,5
ODYNIECKI,5
ODYŃSKI,5
ODZIEŻYŃSKI,5
ODŻYGÓŹDŹ,5
OESTREICH,5
OETJEN,5
OFERTOWICZ,5
OFF,5
OFFERMANN,5
OFFMAŃSKI,5
OFLINDA,5
OGANESYAN,5
OGANISIAN,5
OGATA,5
OGBODO,5
OGIENKO,5
OGLANIEC,5
OGNICH,5
OGNOV,5
OGRASZKO,5
OGRZAL,5
OGRZAŁ,5
OGUNBIYI,5
O'HANLON,5
OHARENKO,5
OHDANSKYI,5
OHIIKO,5
OHILBA,5
OHLOBLIN,5
OHLU,5
OHORODNICHUK,5
OJAKHVERDIEV,5
OJAKHVERDIEVI,5
OJHA,5
OKECHUKWU,5
OKHREMOV,5
OKHRIMOVYCH,5
OKHRIN,5
OKHRYMOVYCH,5
OKLADNIKOV,5
OKLAK,5
OKOH,5
OKOLO,5
OKOLOT,5
OKOSUN,5
OKÓŁ,5
OKÓROWSKI,5
OKRASSA,5
OKRĄGLIS,5
OKREPKA,5
OKREY,5
OKRIAK,5
OKSENFELD,5
OKSHA,5
OKSIENTIUK,5
OKSIĘCKI,5
OKSIUTO,5
OKSZA-ORZECHOWSKI,5
OKSZA-SKIBIŃSKI,5
OKTABIAŃCZUK,5
OKTAY,5
OKUNEVSKYI,5
OKUNEYE,5
OKUSAMI,5
OLANICKI,5
OLATOWSKI,5
OLATUNBOSUN,5
OLAYA,5
OLCHIK,5
OLCZEWSKI,5
OLDECKI,5
OLECHAWSKI,5
OLEINYCHENKO,5
OLEJKIEWICZ,5
OLEKSIEŃSKI,5
OLEKSIIEV,5
OLEKSYAK,5
OLEKSYSZAK,5
OLENCZYN,5
OLENIEWSKI,5
OLENKO,5
OLENYUK,5
OLESHKEVYCH,5
OLESZOW,5
OLĘŻAŁEK,5
OLGUN,5
OLIANETSKYI,5
OLIANIUK,5
OLIESHKO,5
OLIFIROWICZ-KALINOWICZ,5
OLIGINIEWICZ,5
OLIIARCHUK,5
OLIJAR,5
OLIMJONOV,5
OLINEK,5
OLINYCHENKO,5
OLINYK,5
OLIVKOVITCH,5
OLIWCZYŃSKI,5
OLIYNICHUK,5
OLKHOV,5
OLKHOVENKO,5
OLKHOVYY,5
OLKUSZEWSKI,5
OLOINIC,5
OLOPIAK,5
OLSHEVSKYY,5
OLUFEMI,5
OLUSZCZYK,5
OŁENIAK,5
OŁESZKO,5
OMACHIEL,5
OMAE,5
OMANADZE,5
OMECIŃSKI,5
OMELIUK,5
OMELYANENKO,5
OMILION,5
OMILJANOWSKI,5
OMONDI,5
OMRANI,5
OMYCKI,5
ONACZYSZYN,5
ONAH,5
ONAT,5
ONATS,5
ONCIUL,5
ONDRUF,5
ONISHCHAK,5
ONITSCH,5
ONIZHUK,5
ONKA,5
ONOFRUK,5
ONOPENKO,5
ONOPRIIAK,5
ONOWSZAK,5
ONUFREJCZYK,5
ONUSHKO,5
ONYPKO,5
OŃKOW,5
OPACZKO,5
OPALENKO,5
OPAŁŁA,5
OPARKOWSKI,5
OPIAŁA,5
OPILOWSKI,5
OPŁOCZYŃSKI,5
OPPEL,5
OPPELN BRONIKOWSKI,5
OPYĆ,5
ORAGVELIDZE,5
ORANOWSKI,5
ORCHYNSKYI,5
ORDELEWSKI,5
OREKHIVSKYI,5
OREMBA,5
ORENZIAK,5
ORESHYN,5
ORĘDECKI,5
ORFINGER,5
ORFINIAK,5
ORIESHYN,5
ORJONIKIDZE,5
ORLACZ,5
ORLEAŃCZYK,5
ORLEV,5
ORLICHENKO,5
ORLICZ-RABIEGA,5
ORLIK-GRZESIK,5
ORLONEK,5
ORMICKI,5
ORNALIK,5
ORPIKOWSKI,5
ORSHAK,5
ORSÓS,5
ORTH,5
ORTON,5
ORUJLU,5
ORYMUS,5
ORYNBASSAR,5
ORYNYCH,5
ORYNYK,5
ORYSHAKA,5
ORYSHCHYCH,5
ORZANNA,5
OSAICA,5
OSANADZE,5
OSATSKYI,5
OSAWA,5
OSCHEK,5
OSEICHUK,5
OSELSCHI,5
OSHCHEPKOV,5
OSHEKA,5
OSIAKOW,5
OSICHENKO,5
OSIDACZ,5
OSIECHKO,5
OSIIEVSKYI,5
OSININ,5
OSINKIEWICZ,5
OSINNYI,5
OSIPOVI,5
OSKALENKO,5
OSKOMA,5
OSMANOW,5
OSMUKHA,5
OSOBSKYI,5
OSOMAŃSKI,5
OSPA,5
OSSAKOWSKI,5
OSSWALD,5
OST,5
OSTACHIEWICZ,5
OSTAF,5
OSTAPISZYN,5
OSTASHOV,5
OSTAVNENKO,5
OSTENDORF,5
OSTERCZY,5
OSTOIA,5
OSTOJA-OWSIANY,5
OSTOJA-ZAGÓRSKI,5
OSTOJEŃSKI,5
OSTOJICZ,5
OSTOPINKA,5
OSTRADCHUK,5
OSTRIHANSKY,5
OSTROCH,5
OSTROCHALSKI,5
OSTROGŁOWA,5
OSTROKÓLSKI,5
OSTROPOLETS,5
OSTRÓSZKA,5
OSTRUK,5
OSTYMOWICZ,5
OSUKH,5
OSVITSIMSKYI,5
OSZUBSKI,5
OŚWIECZYŃSKI,5
OTABAEV,5
OTAŁĘGA,5
OTANI,5
OTARKOWSKI,5
OTCHYCH,5
OTCZENASZ,5
OTIAN,5
OTKAŁŁO,5
OTKHOZORIA,5
OTMAN,5
OTROMPKA,5
OUDEJANS,5
OUERTANI,5
OUGARETE,5
OUSMANOV,5
OVCHARYK,5
OVDII,5
OVSIANIK,5
OVSIEIENKO,5
OVSIIUK,5
OVSOV,5
OWADOWICZ,5
OWCARZAK,5
OWCORZ,5
OWDA,5
OWERSKI,5
OWIEŃ,5
OWINO,5
OWSIANNIKOW,5
OYEDELE,5
OYETOLA,5
OZARKÓW,5
OZDARTY,5
OZHANSKYI,5
OZHYKHOVSKYI,5
OZHYNIAK,5
OZIMKOVSKYI,5
OZIMOK,5
OZNAŃSKI,5
OZNEREK,5
OŻYŹNIEWSKI,5
ŐZKAN,5
ÖLRICH,5
ÖMÜRLÜ,5
ÖZAY,5
ÖZBEY,5
ÖZTAS,5
PABIARZYN,5
PABISTA,5
PABJAS,5
PABORE,5
ȘPAC,5
PACEK STEPANIUK,5
PACHALY,5
PACHEBUT,5
PACHEV,5
PACHKA,5
PACHKOUSKI,5
PACHKOVSKYY,5
PACHULA,5
PACHWALD,5
PACIEJUK,5
PACIELLO,5
PACKEISER,5
PACULT,5
PACYCH,5
PACZUT,5
PADBIAREZSKI,5
PADHIYAR,5
PADKO,5
PADPALUKHA,5
PADREZ,5
PADURARU,5
PADUREAN,5
PADURETS,5
PAGANINI,5
PAGNANI,5
PAGU,5
PAHARTSAU,5
PAHOR,5
PAHULA,5
PAHULYCH,5
PAI,5
PAILA,5
PAILODZE,5
PAITCHADZE,5
PAJCZYK,5
PAJDUSZEWSKI,5
PAJÓRA,5
PAJZLER,5
PAKALNICKI,5
PAKANECHNY,5
PAKHNENKO,5
PAKHUCHYI,5
PAKIEŁŁO,5
PAKIES,5
PAKISH,5
PAKLIN,5
PAKOW,5
PAKSOY,5
PAKUŁO,5
PAKUSZ,5
PAKUSZYŃSKI,5
PALACZYŃSKI,5
PALAHII,5
PALANIAPPAN,5
PALANYCHKA,5
PALATAI,5
PALAVETS,5
PALCEWICZ,5
PALCHEUSKI,5
PALEI,5
PALEJOWSKI,5
PALIARUSH,5
PALIC,5
PALICHUK,5
PALICZAK,5
PALIJEWSKI,5
PALIN,5
PALINGER,5
PALIT,5
PALIYCHUK,5
PALLADINO,5
PALLADO,5
PALLOSHI,5
PALMBERG,5
PALMONCZYŃSKI,5
PALTSEV,5
PALUGA,5
PALUICHYK,5
PALVANOV,5
PALYKA,5
PALYKHATA,5
PALYUKH,5
PAŁASEK,5
PAŁASZOWANY,5
PAŁAŹNIK,5
PAŁCON,5
PAŁECZ,5
PAŁUSKI,5
PAŁUŻYŃSKI,5
PAM,5
PAMPUSZKO,5
PAMUNGKAS,5
PANADII,5
PANAID,5
PANAKHYDA,5
PANAMARCHUK,5
PANASHII,5
PANASZKIEWICZ,5
PANCEROWICZ,5
PANCHYSHKO,5
PANCZEK,5
PANCZEW,5
PANCZEWSKI,5
PANDAY,5
PANDE,5
PANDERSKI,5
PANECHKO,5
PANESAR,5
PANFILAU,5
PANGSY,5
PANIBRATS,5
PANIMASH,5
PANJWANI,5
PANKIVSKYI,5
PANKIVSKYY,5
PANKOWIECKI,5
PANKRASHKIN,5
PANKRATOWICZ,5
PANOPIO,5
PANOSYAN,5
PANTANO,5
PANTELEEV,5
PANTELEIENKO,5
PANTELEJCZUK,5
PANTIĆ,5
PANTIUKHOV,5
PANTOPULOS,5
PANU,5
PANULAK,5
PANWIC,5
PANYLO,5
PAŃCIERZYŃSKI,5
PAŃCIKIEWICZ,5
PAOLETTI,5
PAPACHRISTOFOROU,5
PAPADAKOS,5
PAPANAGA,5
PAPATANASIU,5
PAPATOLIOS,5
PAPAZOV,5
PAPIESZ,5
PAPIROS,5
PAPKOUSKI,5
PAPPALARDO,5
PAPPENFUS,5
PAPROCKI-KUNYSZ,5
PAPRUHA,5
PAPRYC,5
PAPUC,5
PAPUCIN,5
PAPUNEWSKI,5
PAPUTSEVICH,5
PAPYAN,5
PAQUET,5
PARADISO,5
PARADISZ,5
PARAFIN,5
PARAFINIAK,5
PARAKONNYI,5
PARAMONAU,5
PARASCHIDIS,5
PARASKIEWAS,5
PARASKO,5
PARASUNKO,5
PARASYN,5
PARASZCZYJ,5
PARCELEWSKI,5
PARCHETKA,5
PARCZUK,5
PARDULA,5
PARENT,5
PARFENYUK,5
PARFINIUK,5
PARFION,5
PARFIONOW,5
PARISE,5
PARKHAMOVICH,5
PARLOW,5
PARNACKI,5
PARNIUK,5
PAROBKO,5
PAROSZKIEWICZ,5
PARPALAK,5
PARPAN,5
PARPLYS,5
PARSHENKO,5
PARSHUTIN,5
PARSIEGEL,5
PARTAK,5
PARTENADZE,5
PARTHASARATHY,5
PARTUM,5
PARTYS,5
PARUBOK,5
PARUSIS,5
PARWANI,5
PARYDUDA,5
PARYZ,5
PARZĄTKA-LIPINSKI,5
PARZENCKI,5
PARZENCZEWSKI,5
PASAKAS,5
PASAVETS,5
PASCARU,5
PASCHALSKI,5
PASECHNYI,5
PASELSKYI,5
PASEMIK,5
PASENIUK,5
PASHAEVI,5
PASHKOVSKIY,5
PASHKOVSKYY,5
PASHTEPA,5
PASICHNYY,5
PASIROSKI,5
PASIUKEVICH,5
PASKHALOV,5
PASKROBKA,5
PASKUCKI,5
PASLAVSKYY,5
PASNAK,5
PASNICHENKO,5
PASSAL,5
PASSONI,5
PAST,5
PASTENACI,5
PASTER,5
PASTERNAK-WINIARSKI,5
PASTORCZAK,5
PASTOSHCHUK,5
PASTUHOV,5
PASTURKIEWICZ,5
PASTUSZKIEWICZ,5
PASTYKA,5
PASYNKOV,5
PASZCZAKOWSKI,5
PASZNIAK,5
PASZUCHA,5
PASZULKA,5
PASZYWIAT,5
PAŚWICKI,5
PATAKI,5
PATALEJ,5
PATAPCHYK,5
PATEI,5
PATEJCZYK,5
PATEJKA,5
PATERAK-CIEŚLIK,5
PATERNOSTER,5
PATEROCYN,5
PATHANIA,5
PATLAN,5
PATŁACZEŃSKI,5
PATOREK,5
PATÓCS,5
PATRASCU,5
PATRZANOWSKI,5
PATSANIVSKYI,5
PATSIDIS,5
PATSOLA,5
PATSURA,5
PATTNAIK,5
PAUBICKI,5
PAUKSZT,5
PAULICK,5
PAULSE,5
PAUSCH,5
PAUSDER,5
PAUSPERT,5
PAUSTJAN,5
PAUSTOVSKYI,5
PAVELKEVYCH,5
PAVETKIN,5
PAVLENKOV,5
PAVLEVYCH,5
PAVLITSKYI,5
PAVLOSKI,5
PAVLOVETS,5
PAVLOVIC,5
PAVLOVII,5
PAVLUKHIN,5
PAVLUN,5
PAVLYCHENKO,5
PAVLYSHCH,5
PAVULSKYI,5
PAWELA-MICKIEWICZ,5
PAWENDA,5
PAWĘZKI,5
PAWILNO-PACEWICZ,5
PAWLICZYN,5
PAWLIK-DOBROWOLSKI,5
PAWLITKA,5
PAWLUCZENIE,5
PAWROWSKI,5
PAWUNIAK,5
PAZDERYN,5
PAZDRIJOWSKI,5
PAZDRYJOWSKI,5
PAZIN,5
PAŹDZIOCHA,5
PAŻENCZEWSKI,5
PAŻNIEWSKI,5
PAŻYBUT,5
PĂCURAR,5
PĂDURARU,5
PĂDURE,5
PCZEŁA,5
PEAK,5
PECHA,5
PECHENKIN,5
PECHERNYI,5
PECHERUK,5
PECHOKHA,5
PECHULIAK,5
PECORARO,5
PECZERYK,5
PEDONE,5
PEDORYCH,5
PEDRINI,5
PEDYNOWSKI,5
PEIHANOVICH,5
PEIL,5
PEILO,5
PEIN,5
PEITSCH,5
PEIU,5
PEJIĆ,5
PEJŁACHOWSKI,5
PEKALA,5
PEKALIUK,5
PELENSKYI,5
PELESHUK,5
PELIKS,5
PELIKSZE,5
PELINKA,5
PELIS,5
PELIVANOV,5
PELKO,5
PELLEGRINELLI,5
PELTIK,5
PEŁESZOK,5
PEŁYPYSZYN,5
PENCHERZEWSKI,5
PENCZERZYŃSKI,5
PENDECKI,5
PENDZEI,5
PENENKO,5
PENIŃSKI,5
PENKA,5
PENKALSKYI,5
PENKOVYI,5
PENKRAT,5
PENNAR,5
PENNINGTON,5
PENOWSKI,5
PENTCHEV,5
PENTOWSKI,5
PEŃSKI,5
PEPRNA,5
PERALAIKA,5
PERALTA,5
PERCIAK,5
PERCZUK,5
PERDELWITZ,5
PEREBEINOS,5
PEREGOŃCZUK,5
PEREHNIAK,5
PEREKHODA,5
PEREKOTII,5
PERENCHUK,5
PEREPELYCHNYI,5
PEREPŁYŚ,5
PERES,5
PERESICHANSKYI,5
PERESTIUK,5
PEREVIERZIEV,5
PEREVOZCHIKOV,5
PEREZ GARCIA,5
PERFETTI,5
PERFOŃSKI,5
PERIG,5
PERINGER,5
PERINI,5
PERIYASAMY,5
PERIŻOK,5
PERKIEL,5
PERLAN,5
PERLIJAN,5
PERLYK,5
PERMEKOW,5
PERNAROVSKYI,5
PEROUTKA,5
PERROTTA,5
PERTSOV,5
PERUNSKYI,5
PERVANCHUK,5
PERVINENKO,5
PERVOI,5
PESCARU,5
PESIN,5
PESTRYCOWSKI,5
PEŠIĆ,5
PETAS,5
PETELCHUK,5
PETENKO,5
PETERFREUND,5
PETERNEK,5
PETERSONS,5
PETH,5
PETIUK,5
PETKEVYCH,5
PETLIUKH,5
PETLOVYI,5
PETNIUNAS,5
PETRACHENKO,5
PETRAN,5
PETRANYUK,5
PETRASZKO,5
PETRECHUK,5
PETRIAIEV,5
PETRII,5
PETRINETS,5
PETRIVNYK,5
PETRIVSKYY,5
PETROLIUK,5
PETROSOV,5
PETROVICS,5
PETROVSKIY,5
PETRUCZANIS,5
PETRUKOVYCH,5
PETRUNENKO,5
PETRUNICH,5
PETRUNIN,5
PETRUNIÓW,5
PETRUSEVYCH,5
PETRUSHENKA,5
